,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Average,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
764,1,0,0,0,22,1,1,0,1,0,0,0,0,0,1,78.85,1600.25,0,72.73863636363636,1,0,0,0,1
765,1,0,0,0,14,1,0,0,0,0,0,0,0,1,0,20.4,275.7,0,19.692857142857143,0,1,0,0,0
766,1,0,0,0,41,1,0,0,0,0,1,0,0,0,1,74.25,3089.1,0,75.34390243902439,1,0,0,1,0
767,1,0,1,0,17,1,0,1,1,0,0,0,1,1,0,64.8,1175.6,0,69.15294117647058,0,0,0,0,1
768,1,0,0,0,11,1,0,0,0,0,0,0,0,0,1,20.45,237.3,0,21.572727272727274,0,1,1,0,0
769,1,0,0,0,15,1,1,0,0,0,0,1,1,0,1,93.35,1444.65,1,96.31,1,0,0,1,0
770,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.9,19.9,1,19.9,0,1,0,0,1
771,0,0,1,0,5,1,0,1,0,1,0,0,1,0,1,88.9,454.15,1,90.83,1,0,0,0,1
772,1,0,1,0,33,1,0,0,0,1,0,1,1,1,1,95.8,3036.75,1,92.02272727272727,1,0,0,1,0
773,0,0,1,0,72,1,1,1,1,1,0,1,1,2,1,110.65,8065.65,0,112.02291666666666,1,0,1,0,0
774,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,40.3,92.5,0,30.833333333333332,0,0,0,0,1
775,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,82.0,184.65,1,92.325,1,0,0,1,0
776,0,0,1,0,59,1,1,1,1,1,1,0,1,1,1,107.0,6152.3,0,104.27627118644068,1,0,1,0,0
777,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,45.35,89.5,1,44.75,0,0,0,1,0
778,1,0,1,1,71,1,0,0,1,0,1,1,1,2,1,73.35,5154.5,0,72.59859154929578,0,0,1,0,0
779,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,44.8,220.45,0,44.089999999999996,0,0,0,0,1
780,1,0,1,1,27,1,0,1,1,0,0,0,0,0,1,54.75,1510.3,0,55.93703703703704,0,0,1,0,0
781,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,52.2,52.2,1,52.2,0,0,0,1,0
782,1,0,0,1,63,0,0,1,1,0,1,0,0,1,1,40.6,2588.95,0,41.09444444444444,0,0,0,0,0
783,0,1,0,0,46,1,1,1,1,1,0,1,1,1,1,110.0,4874.8,1,105.97391304347826,1,0,0,1,0
784,1,0,1,1,72,1,1,1,0,0,0,0,0,2,0,55.3,3983.6,0,55.327777777777776,0,0,0,0,0
785,0,0,1,0,34,1,1,1,0,0,1,0,0,0,1,60.85,2003.6,0,58.92941176470588,0,0,0,0,0
786,0,0,1,1,24,1,1,1,1,0,0,1,1,1,0,78.4,1832.4,0,76.35000000000001,0,0,0,1,0
787,1,0,0,0,72,1,1,1,1,1,1,0,0,2,0,69.65,4908.25,0,68.17013888888889,0,0,0,0,0
788,0,0,1,1,60,0,0,1,0,1,1,1,1,2,0,59.85,3590.2,0,59.836666666666666,0,0,1,0,0
789,1,0,0,0,68,1,1,1,1,1,0,0,1,1,1,76.9,5023.0,0,73.86764705882354,0,0,1,0,0
790,0,0,1,1,8,1,0,0,0,0,0,0,0,2,1,19.85,146.6,0,18.325,0,1,0,0,1
791,0,0,0,1,34,1,0,1,0,1,1,1,0,2,0,67.65,2339.3,0,68.8029411764706,0,0,1,0,0
792,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,45.0,298.7,0,49.78333333333333,0,0,1,0,0
793,1,0,1,0,2,1,0,0,1,0,1,0,1,0,1,64.2,143.65,0,71.825,0,0,0,0,1
794,1,0,0,0,31,1,1,0,0,0,1,0,0,1,0,81.7,2548.65,0,82.21451612903226,1,0,1,0,0
795,0,0,1,1,20,1,1,0,0,0,0,0,0,0,1,25.55,507.4,0,25.369999999999997,0,1,0,0,0
796,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,0,20.0,0,1,0,1,0
797,1,0,0,0,62,1,1,0,0,1,0,1,1,1,1,96.75,6125.4,1,98.79677419354839,1,0,0,1,0
798,0,1,1,0,70,1,1,0,0,0,0,0,0,2,1,75.65,5411.4,0,77.30571428571427,1,0,1,0,0
799,0,0,0,0,10,1,1,0,0,0,1,1,1,0,1,98.5,1058.25,1,105.825,1,0,0,1,0
800,1,0,1,1,39,1,1,0,0,0,0,0,0,2,1,23.8,903.8,0,23.174358974358974,0,1,0,0,1
801,0,0,1,0,46,1,0,0,1,0,1,1,0,2,1,64.2,3009.5,0,65.42391304347827,0,0,1,0,0
802,1,0,0,0,6,1,0,0,1,0,0,1,0,0,1,85.35,489.45,1,81.575,1,0,0,1,0
803,0,0,1,1,72,1,1,0,0,1,0,1,1,2,1,76.8,5468.45,0,75.95069444444444,0,0,0,0,0
804,1,0,0,0,18,1,0,0,0,1,1,0,0,0,0,55.2,1058.1,0,58.78333333333333,0,0,1,0,0
805,1,0,1,0,71,1,1,1,0,1,1,1,1,2,1,108.55,7616.0,0,107.26760563380282,1,0,1,0,0
806,1,0,1,0,40,1,1,0,1,0,0,1,1,0,1,101.3,4113.1,1,102.82750000000001,1,0,0,1,0
807,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.55,69.55,1,69.55,1,0,0,1,0
808,1,0,0,0,58,1,1,0,1,1,0,1,1,1,1,103.25,6017.65,1,103.75258620689655,1,0,0,0,0
809,1,0,0,0,70,1,1,1,0,0,1,1,1,2,1,104.0,7250.15,1,103.57357142857143,1,0,1,0,0
810,0,0,1,0,42,1,1,0,0,0,0,0,0,2,0,25.25,1108.2,0,26.385714285714286,0,1,0,1,0
811,1,0,1,1,34,0,0,1,0,0,0,0,0,1,0,30.4,938.65,0,27.60735294117647,0,0,0,0,0
812,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,20.05,94.15,0,18.830000000000002,0,1,0,0,0
813,0,0,0,0,25,1,1,0,0,0,0,1,0,0,1,84.6,2088.05,0,83.522,1,0,0,0,1
814,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,86.2,178.7,1,89.35,1,0,0,0,1
815,0,0,1,1,55,1,0,0,1,1,1,1,1,1,1,103.7,5656.75,0,102.85,1,0,0,0,0
816,1,0,1,0,21,1,1,0,1,1,1,1,1,0,1,111.2,2317.1,1,110.33809523809524,1,0,0,1,0
817,1,0,1,0,70,1,1,1,1,0,1,0,0,2,1,88.0,5986.45,0,85.52071428571428,1,0,1,0,0
818,0,0,1,0,61,1,1,0,0,1,1,1,1,0,1,106.35,6751.35,0,110.67786885245903,1,0,0,1,0
819,1,0,1,1,43,1,0,1,0,1,1,1,1,2,1,79.15,3566.6,0,82.94418604651163,0,0,1,0,0
820,1,0,0,0,47,1,1,0,1,1,0,1,1,1,1,103.1,4889.3,0,104.02765957446809,1,0,0,1,0
821,1,0,0,0,5,1,0,0,0,1,1,1,0,0,1,63.95,318.1,0,63.620000000000005,0,0,1,0,0
822,0,0,0,0,62,1,1,0,0,0,0,0,0,2,1,25.8,1563.95,0,25.225,0,1,1,0,0
823,0,0,1,1,16,1,0,0,1,1,0,1,0,0,1,89.45,1430.25,1,89.390625,1,0,1,0,0
824,1,1,1,0,7,1,1,0,0,0,0,1,1,0,1,95.6,644.35,1,92.05,1,0,0,0,0
825,0,0,1,1,14,1,1,0,0,0,0,0,0,0,0,25.55,372.45,0,26.603571428571428,0,1,0,0,1
826,1,0,1,1,60,1,0,0,1,1,0,1,0,1,0,90.95,5453.4,1,90.89,1,0,0,1,0
827,1,0,1,1,34,0,0,0,0,1,1,1,0,0,1,44.85,1442.6,0,42.42941176470588,0,0,0,1,0
828,0,0,1,0,50,1,1,1,1,0,1,1,1,1,0,108.55,5610.7,1,112.214,1,0,0,1,0
829,1,0,1,1,38,1,1,0,0,0,0,0,0,2,0,25.05,963.95,0,25.367105263157896,0,1,1,0,0
830,0,0,1,1,70,1,0,1,1,1,1,0,1,1,0,74.1,5222.3,0,74.60428571428572,0,0,1,0,0
831,0,0,1,1,37,1,1,0,1,0,0,1,0,0,1,88.8,3340.55,0,90.28513513513514,1,0,0,1,0
832,0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,78.85,292.8,1,73.2,1,0,0,1,0
833,1,1,1,1,60,1,1,1,1,0,0,0,1,0,1,93.25,5774.55,0,96.2425,1,0,0,1,0
834,1,0,1,1,62,1,0,1,0,1,1,0,1,1,0,71.4,4487.3,0,72.3758064516129,0,0,1,0,0
835,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,44.4,44.4,1,44.4,0,0,0,0,1
836,1,0,0,0,36,1,0,1,0,1,1,1,1,0,1,79.2,2854.95,0,79.30416666666666,0,0,1,0,0
837,1,0,0,0,44,1,0,0,0,0,0,0,0,2,0,20.4,905.55,0,20.580681818181816,0,1,1,0,0
838,0,1,0,0,55,1,1,0,0,1,0,1,1,1,1,100.0,5509.3,1,100.16909090909091,1,0,0,1,0
839,0,0,1,0,72,1,1,1,0,1,0,1,1,2,1,105.0,7589.8,0,105.41388888888889,1,0,1,0,0
840,0,0,1,1,12,1,0,0,0,0,0,0,0,1,0,19.8,229.6,1,19.133333333333333,0,1,0,0,0
841,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,30.85,394.1,0,30.315384615384616,0,0,0,0,0
842,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,89.9,89.9,1,89.9,1,0,0,1,0
843,0,0,1,1,15,1,0,0,0,0,0,0,0,1,0,20.55,295.95,0,19.73,0,1,0,0,1
844,0,0,0,0,65,1,0,1,1,1,1,1,1,2,1,84.85,5459.2,0,83.9876923076923,0,0,0,0,0
845,0,0,1,1,12,0,0,1,0,0,1,0,0,1,0,33.15,444.75,0,37.0625,0,0,1,0,0
846,1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,92.0,6782.15,0,94.19652777777777,0,0,1,0,0
847,0,0,1,1,72,1,1,1,1,1,1,1,1,2,0,89.8,6510.45,0,90.42291666666667,0,0,1,0,0
848,0,0,1,1,72,1,1,1,1,1,1,1,1,2,1,115.8,8476.5,0,117.72916666666667,1,0,0,0,0
849,1,0,0,1,52,1,1,1,1,0,1,1,1,2,1,85.15,4461.85,0,85.8048076923077,0,0,0,0,1
850,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,24.85,62.0,0,31.0,0,1,0,0,1
851,0,0,0,0,5,1,0,1,0,0,1,1,0,0,1,64.35,352.65,0,70.53,0,0,0,1,0
852,0,0,0,0,68,1,0,0,0,0,0,0,0,2,0,20.5,1424.9,0,20.954411764705885,0,1,1,0,0
853,0,0,0,1,62,1,1,0,0,1,0,1,1,1,1,100.15,6413.65,1,103.44596774193548,1,0,0,1,0
854,1,0,0,0,72,1,1,1,1,0,1,1,1,2,0,86.05,6309.65,0,87.63402777777777,0,0,1,0,0
855,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,50.8,50.8,1,50.8,0,0,0,1,0
856,0,0,1,0,66,1,1,1,1,0,1,0,0,1,0,89.0,5898.6,0,89.37272727272727,1,0,0,1,0
857,1,0,1,1,72,0,0,1,1,1,1,1,1,2,1,64.8,4719.75,0,65.55208333333333,0,0,1,0,0
858,1,0,0,0,26,1,0,0,0,0,0,0,0,1,0,19.8,457.3,0,17.588461538461537,0,1,1,0,0
859,1,0,1,1,64,1,1,1,0,1,0,0,1,2,0,93.4,5822.3,0,90.9734375,1,0,0,0,0
860,1,1,1,0,20,1,0,0,1,0,0,0,0,0,1,73.65,1463.5,1,73.175,1,0,0,1,0
861,0,0,0,0,3,1,0,0,1,0,0,1,1,0,1,95.1,307.4,1,102.46666666666665,1,0,0,1,0
862,1,0,0,0,22,1,1,0,0,0,0,1,1,0,1,94.65,2104.55,1,95.66136363636365,1,0,1,0,0
863,1,0,1,0,4,1,0,0,0,1,1,0,0,0,1,80.6,319.15,1,79.7875,1,0,0,0,1
864,1,0,1,0,62,0,0,0,0,0,1,1,0,2,1,39.0,2337.45,0,37.7008064516129,0,0,0,0,0
865,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,20.5,104.3,0,20.86,0,1,0,0,1
866,1,0,1,0,59,1,1,0,0,0,0,0,1,1,0,85.55,5084.65,1,86.18050847457627,1,0,0,1,0
867,1,0,0,1,3,1,1,0,0,0,0,0,0,2,1,26.4,121.25,0,40.416666666666664,0,1,0,0,1
868,0,0,1,0,72,1,1,1,0,1,1,1,0,2,1,98.2,7015.9,0,97.44305555555555,1,0,0,0,0
869,1,0,1,1,57,1,0,0,1,1,0,1,1,1,1,97.55,5598.0,0,98.21052631578948,1,0,1,0,0
870,1,0,0,1,66,1,0,0,0,0,0,0,0,2,0,19.95,1269.1,0,19.228787878787877,0,1,1,0,0
871,0,0,0,0,60,0,0,0,1,0,0,1,1,0,1,50.8,3027.4,1,50.45666666666667,0,0,0,1,0
872,1,0,0,1,45,1,1,0,0,1,0,1,1,2,0,99.7,4634.35,0,102.98555555555556,1,0,0,0,0
873,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,34.8,113.95,0,37.983333333333334,0,0,1,0,0
874,0,0,0,0,15,1,0,1,0,1,1,1,1,0,0,105.1,1582.75,1,105.51666666666667,1,0,0,1,0
875,0,0,0,1,51,0,0,1,0,1,1,1,1,1,0,60.15,3077.0,0,60.333333333333336,0,0,0,0,0
876,0,0,0,0,60,1,1,1,0,1,1,0,0,1,0,64.75,4039.5,0,67.325,0,0,0,1,0
877,1,0,0,0,33,1,1,0,1,0,0,0,0,0,1,54.65,1665.2,0,50.46060606060606,0,0,0,0,0
878,1,0,0,0,10,1,0,1,1,1,1,1,1,0,1,110.1,1043.3,1,104.33,1,0,0,1,0
879,1,1,0,0,26,1,0,0,0,0,0,0,0,1,0,19.3,504.2,0,19.392307692307693,0,1,1,0,0
880,0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,83.9,497.55,1,82.925,1,0,0,1,0
881,0,0,1,0,67,1,1,1,0,1,1,1,1,1,1,111.25,7511.65,0,112.1141791044776,1,0,0,1,0
882,0,0,1,1,49,0,0,1,0,0,1,0,0,1,1,35.8,1782.0,0,36.36734693877551,0,0,1,0,0
883,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.05,20.05,0,20.05,0,1,0,0,1
884,0,1,0,0,7,1,0,0,0,1,0,1,0,0,1,84.35,609.65,0,87.09285714285714,1,0,0,1,0
885,0,1,0,0,27,1,1,1,1,1,0,1,1,1,1,110.5,2857.6,0,105.83703703703704,1,0,0,0,0
886,1,0,1,1,37,1,0,0,0,0,0,1,1,1,0,91.2,3247.55,0,87.77162162162162,1,0,1,0,0
887,0,0,1,1,63,1,1,1,1,1,0,1,0,0,1,100.55,6215.35,1,98.65634920634922,1,0,0,1,0
888,1,0,1,1,31,1,1,1,0,1,1,0,0,0,0,89.3,2823.0,0,91.06451612903226,1,0,0,1,0
889,1,0,1,1,50,1,1,0,1,1,0,1,1,0,1,103.85,5017.9,1,100.35799999999999,1,0,0,0,0
890,1,1,0,0,32,1,1,0,0,1,0,0,0,0,1,81.1,2619.25,0,81.8515625,1,0,1,0,0
891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.6,24.6,1,24.6,0,0,0,1,0
892,0,0,1,0,63,1,1,0,0,0,1,0,0,1,1,81.2,4965.1,0,78.81111111111112,1,0,1,0,0
893,1,0,0,0,30,1,1,1,1,0,0,0,1,0,1,94.3,2679.7,0,89.32333333333332,1,0,1,0,0
894,1,0,1,0,71,1,1,1,1,1,1,1,1,2,1,116.1,8310.55,0,117.04999999999998,1,0,0,0,0
895,0,0,0,0,53,1,1,0,1,1,0,1,1,2,0,105.55,5682.25,0,107.2122641509434,1,0,0,1,0
896,0,0,0,0,12,1,0,1,0,0,1,1,1,0,1,98.9,1120.95,1,93.41250000000001,1,0,0,0,0
897,1,0,1,0,50,1,1,1,1,0,0,0,1,0,1,94.4,4914.9,0,98.29799999999999,1,0,1,0,0
898,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19.5,27.55,0,13.775,0,1,0,0,1
899,0,0,0,0,9,1,1,0,0,1,0,1,1,0,0,98.3,923.5,1,102.61111111111111,1,0,1,0,0
900,1,0,0,0,17,1,0,1,0,0,0,1,1,0,0,93.85,1625.65,1,95.62647058823529,1,0,0,1,0
901,0,0,1,0,56,1,0,1,1,1,0,1,1,1,1,105.6,6068.65,0,108.36874999999999,1,0,1,0,0
902,1,0,1,1,67,1,0,1,1,1,0,1,1,2,0,81.35,5398.6,0,80.57611940298509,0,0,1,0,0
903,1,1,0,0,9,1,1,0,0,1,0,1,1,0,1,100.5,918.6,1,102.06666666666666,1,0,0,1,0
904,1,0,0,0,4,1,0,0,0,0,0,1,0,0,1,56.4,234.85,0,58.7125,0,0,0,1,0
905,1,0,0,0,19,1,0,0,1,0,1,0,1,1,1,65.35,1231.85,0,64.83421052631579,0,0,0,0,0
906,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,19.95,170.9,0,21.3625,0,1,0,0,1
907,0,0,0,0,71,1,1,0,1,1,1,1,1,2,1,111.25,7984.15,0,112.45281690140844,1,0,0,1,0
908,1,1,0,0,10,1,0,0,1,0,0,0,0,0,1,72.85,688.65,1,68.865,1,0,0,1,0
909,0,1,0,0,15,1,1,0,1,0,0,1,0,0,0,89.0,1288.3,0,85.88666666666667,1,0,1,0,0
910,1,0,1,1,72,1,1,1,0,1,0,1,1,1,1,106.1,7848.5,0,109.00694444444444,1,0,0,0,0
911,1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,20.05,267.0,0,22.25,0,1,1,0,0
912,1,0,1,1,72,1,1,0,0,0,0,0,0,2,1,25.2,1798.9,0,24.984722222222224,0,1,0,0,0
913,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,73.55,73.55,1,73.55,1,0,0,1,0
914,0,1,0,0,23,1,0,1,0,0,0,0,0,0,1,75.4,1643.55,0,71.45869565217392,1,0,0,0,0
915,1,0,0,0,72,0,0,1,1,1,1,1,1,2,1,65.55,4807.45,0,66.77013888888888,0,0,0,0,0
916,0,0,0,0,26,1,1,0,0,1,0,0,0,0,1,80.7,2193.0,0,84.34615384615384,1,0,0,1,0
917,0,0,0,0,21,1,0,0,1,1,1,1,1,1,1,104.55,2239.4,0,106.63809523809525,1,0,0,0,1
918,1,0,1,0,60,1,1,0,0,0,0,0,0,1,0,24.15,1505.9,0,25.098333333333336,0,1,0,0,0
919,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,20.45,255.35,0,21.279166666666665,0,1,0,0,1
920,1,0,1,0,16,1,1,0,0,0,0,0,0,0,1,75.4,1189.4,0,74.3375,1,0,0,1,0
921,0,0,1,0,63,1,1,1,1,0,0,1,1,1,1,79.7,4786.15,0,75.97063492063492,0,0,1,0,0
922,0,1,0,0,22,1,0,1,1,0,0,0,0,0,0,81.7,1820.9,0,82.76818181818182,1,0,0,1,0
923,0,0,1,1,32,1,0,1,1,1,1,0,1,0,0,76.3,2404.15,0,75.1296875,0,0,0,0,0
924,0,1,0,0,3,1,1,0,1,0,0,0,0,0,1,79.4,205.05,1,68.35000000000001,1,0,0,1,0
925,0,0,0,0,13,1,0,0,1,1,0,0,0,0,1,81.15,952.3,1,73.25384615384615,1,0,0,1,0
926,0,0,1,1,68,1,1,0,1,0,1,1,1,2,1,103.75,7039.45,0,103.52132352941176,1,0,1,0,0
927,0,0,1,1,30,1,0,0,0,1,0,0,1,1,0,86.45,2538.05,0,84.60166666666667,1,0,0,1,0
928,0,0,0,0,16,1,0,0,1,0,0,0,0,0,0,75.1,1212.85,0,75.803125,1,0,0,0,0
929,1,0,0,0,33,1,0,0,1,0,1,0,0,2,0,80.6,2651.1,0,80.33636363636363,1,0,0,0,0
930,1,0,1,0,72,1,0,0,0,0,0,0,0,2,0,19.3,1304.8,0,18.12222222222222,0,1,1,0,0
931,0,1,0,0,4,1,1,0,0,0,0,0,1,0,1,84.6,360.1,1,90.025,1,0,0,1,0
932,0,0,0,0,12,0,0,1,0,0,1,0,0,1,1,33.6,435.45,0,36.2875,0,0,0,0,1
933,0,1,1,0,4,1,1,0,0,0,0,1,0,0,1,83.25,308.05,0,77.0125,1,0,0,1,0
934,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,79.05,434.5,1,72.41666666666667,1,0,0,1,0
935,0,0,1,0,65,1,1,0,1,1,1,1,1,1,1,108.05,7118.9,0,109.52153846153846,1,0,1,0,0
936,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,19.9,320.45,0,21.363333333333333,0,1,0,0,1
937,0,0,0,1,24,1,0,0,0,0,0,0,0,1,0,21.05,531.55,0,22.147916666666664,0,1,0,0,0
938,0,0,0,1,13,0,0,0,1,0,0,0,0,0,0,30.15,382.2,0,29.4,0,0,0,1,0
939,1,0,0,0,24,1,0,0,0,0,0,0,1,0,1,79.85,2001.0,0,83.375,1,0,1,0,0
940,0,0,1,0,72,0,0,1,1,1,1,1,1,2,0,65.5,4919.7,0,68.32916666666667,0,0,0,0,0
941,0,0,1,1,54,1,1,1,1,0,0,1,1,0,1,104.1,5645.8,0,104.55185185185185,1,0,0,0,0
942,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,74.4,215.8,1,71.93333333333334,1,0,0,0,0
943,1,0,1,1,4,1,0,0,0,0,0,0,0,0,1,20.5,77.6,0,19.4,0,1,0,0,1
944,0,1,1,1,32,1,1,0,0,1,0,1,0,0,1,91.35,2896.55,0,90.5171875,1,0,0,0,1
945,1,1,0,0,35,1,1,0,0,1,0,1,1,0,1,99.05,3395.8,1,97.02285714285715,1,0,0,1,0
946,1,0,1,1,35,1,0,0,0,0,0,0,0,2,0,20.5,759.35,0,21.695714285714285,0,1,0,0,0
947,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,44.95,85.15,1,42.575,0,0,0,0,1
948,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,75.6,535.55,0,66.94375,1,0,0,1,0
949,1,0,0,0,22,1,0,1,0,0,1,0,0,0,0,55.1,1253.15,0,56.96136363636364,0,0,0,0,1
950,0,0,0,0,15,1,0,1,0,1,1,0,0,0,0,58.95,955.15,0,63.67666666666666,0,0,0,1,0
951,1,0,0,0,22,1,1,0,0,0,0,1,1,0,1,95.1,2162.6,0,98.3,1,0,0,1,0
952,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,44.7,44.7,1,44.7,0,0,1,0,0
953,0,0,1,1,71,1,1,0,0,0,0,0,0,2,0,25.45,1813.35,0,25.54014084507042,0,1,0,0,0
954,1,0,0,0,4,1,0,1,0,1,0,0,0,0,0,56.75,245.15,0,61.2875,0,0,0,1,0
955,1,0,0,0,25,1,1,1,1,1,1,0,1,0,0,81.75,2028.8,0,81.152,0,0,0,0,0
956,0,0,1,1,32,1,0,0,1,0,0,1,0,0,1,86.1,2723.75,0,85.1171875,1,0,0,1,0
957,1,1,1,0,7,0,0,1,0,0,0,0,0,0,0,29.8,220.45,0,31.49285714285714,0,0,0,0,0
958,1,0,0,0,17,1,0,0,0,0,0,0,0,1,1,20.5,365.8,0,21.51764705882353,0,1,0,0,1
959,1,1,1,0,8,1,0,1,0,0,0,1,0,0,0,60.9,551.95,0,68.99375,0,0,0,0,0
960,0,1,0,0,56,1,1,1,0,1,1,0,1,2,0,73.25,4054.2,0,72.39642857142857,0,0,0,0,0
961,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.7,45.7,1,45.7,0,0,0,0,1
962,1,1,0,0,8,1,0,1,0,0,1,1,1,0,0,100.3,832.35,1,104.04375,1,0,1,0,0
963,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,19.25,112.3,1,16.04285714285714,0,1,0,1,0
964,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,20.85,60.65,0,20.216666666666665,0,1,0,0,1
965,0,0,0,0,71,1,0,1,1,1,1,1,0,2,0,77.35,5550.1,0,78.17042253521127,0,0,1,0,0
966,0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,96.0,174.8,1,87.4,1,0,0,1,0
967,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,90.55,90.55,1,90.55,1,0,0,1,0
968,1,0,1,0,49,1,1,1,1,0,0,1,0,0,1,93.85,4733.1,0,96.59387755102041,1,0,0,0,0
969,1,0,0,0,58,1,0,0,1,1,1,1,0,2,0,70.1,4048.95,0,69.80948275862069,0,0,0,0,0
970,1,1,1,0,44,0,0,0,1,0,0,0,0,0,1,30.35,1359.7,1,30.902272727272727,0,0,0,1,0
971,0,0,1,1,59,1,0,0,1,0,1,1,1,2,1,75.95,4542.35,0,76.98898305084747,0,0,1,0,0
972,1,0,0,0,71,1,1,1,0,1,1,1,1,2,1,108.05,7532.15,1,106.08661971830985,1,0,0,1,0
973,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.9,69.9,1,69.9,1,0,0,1,0
974,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,75.25,888.65,0,80.78636363636363,1,0,0,1,0
975,1,1,1,0,62,1,1,0,1,1,0,1,1,1,1,103.75,6383.35,1,102.95725806451614,1,0,0,1,0
976,0,0,1,1,35,1,0,1,0,0,1,0,0,1,1,54.95,1916.0,0,54.74285714285714,0,0,0,0,0
977,0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,19.5,413.0,0,20.65,0,1,0,0,0
978,1,0,1,1,40,1,0,0,0,0,0,0,0,2,0,19.6,808.95,0,20.223750000000003,0,1,0,0,1
979,0,0,0,0,39,1,0,1,0,0,0,0,0,1,1,47.85,1886.4,0,48.369230769230775,0,0,0,1,0
980,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,86.6,86.6,1,86.6,1,0,0,1,0
981,0,0,1,1,72,1,1,0,0,0,0,0,0,2,0,23.75,1679.25,0,23.322916666666668,0,1,0,0,0
982,0,1,1,0,33,1,1,0,1,0,0,0,0,0,1,80.6,2656.5,1,80.5,1,0,0,0,0
983,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,43.8,540.95,0,45.07916666666667,0,0,0,0,0
984,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.75,19.75,0,19.75,0,1,0,0,0
985,1,0,0,1,27,1,0,0,0,0,0,0,0,0,0,19.15,537.35,0,19.901851851851852,0,1,0,0,1
986,1,0,1,1,34,1,0,0,0,0,0,0,0,1,0,19.6,678.8,0,19.96470588235294,0,1,1,0,0
987,0,0,1,0,56,1,0,1,0,1,0,0,0,2,0,80.3,4513.65,0,80.60089285714285,1,0,0,0,0
988,0,0,0,0,58,1,1,0,0,0,0,0,0,2,0,24.35,1423.85,0,24.54913793103448,0,1,1,0,0
989,0,0,1,1,22,1,1,0,0,0,0,0,0,2,0,25.25,555.4,0,25.245454545454546,0,1,1,0,0
990,0,0,1,1,10,1,1,0,0,0,0,0,0,2,0,26.1,225.55,0,22.555,0,1,1,0,0
991,1,0,0,0,13,1,0,0,0,0,0,0,0,2,0,20.0,268.45,0,20.65,0,1,1,0,0
992,0,0,0,0,35,1,1,0,1,0,1,0,0,0,0,85.3,2917.5,1,83.35714285714286,1,0,1,0,0
993,0,0,0,0,34,1,0,0,0,0,0,0,0,0,1,70.0,2416.1,1,71.06176470588235,1,0,1,0,0
994,0,1,0,0,4,1,1,0,0,0,0,1,1,0,1,94.3,424.45,1,106.1125,1,0,0,1,0
995,1,0,1,0,72,1,0,0,0,0,0,0,0,2,0,20.7,1492.1,0,20.72361111111111,0,1,0,0,0
